"Year","Canton","TypeofOwner","NrofOwners","TotalArea","ProductiveArea","Hardwood","Softwood","TotalSpecies"
"1981","Appenzell Ausserrhoden",">>Federal forest","1","164","164",NA,NA,NA
"1981","Appenzell Ausserrhoden",">>Cantonal forest","1","326","305",NA,NA,NA
"1981","Appenzell Ausserrhoden",">>Municipality forest","20","960","954",NA,NA,NA
"1981","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1981","Appenzell Ausserrhoden",">>Other public forest","2","13","13",NA,NA,NA
"1981","Appenzell Innerrhoden","Type of owners - Total","1677","5012","4786","32055","1180","33235"
"1981","Appenzell Innerrhoden","Private forest","1650","3100","3100","13255","360","13615"
"1981","Appenzell Innerrhoden","Public forest","27","1912","1686","18800","820","19620"
"1981","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1981","Appenzell Innerrhoden",">>Cantonal forest","1","113","91",NA,NA,NA
"1981","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1981","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1981","Appenzell Innerrhoden",">>Other public forest","26","1799","1595",NA,NA,NA
"1981","St. Gallen","Type of owners - Total","15641","50567","46907","419822","129040","548862"
"1981","St. Gallen","Private forest","15381","18368","18368","175035","25057","200092"
"1981","St. Gallen","Public forest","260","32199","28539","244787","103983","348770"
"1981","St. Gallen",">>Federal forest","1","57","53",NA,NA,NA
"1981","St. Gallen",">>Cantonal forest","1","2053","1826",NA,NA,NA
"1981","St. Gallen",">>Municipality forest","29","430","411",NA,NA,NA
"1981","St. Gallen",">>Bourgeois forest","112","25016","22034",NA,NA,NA
"1981","St. Gallen",">>Other public forest","117","4643","4215",NA,NA,NA
"1981","Graubünden / Grigioni / Grischun","Type of owners - Total","10130","174587","138110","619670","88288","707958"
"1981","Graubünden / Grigioni / Grischun","Private forest","9869","14013","14013","17130","568","17698"
"1981","Graubünden / Grigioni / Grischun","Public forest","261","160574","124097","602540","87720","690260"
"1981","Graubünden / Grigioni / Grischun",">>Federal forest","1","224","46",NA,NA,NA
"1981","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","860","601",NA,NA,NA
"1981","Graubünden / Grigioni / Grischun",">>Municipality forest","227","154724","119605",NA,NA,NA
"1981","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1981","Graubünden / Grigioni / Grischun",">>Other public forest","32","4766","3845",NA,NA,NA
"1981","Thurgau","Type of owners - Total","8746","18769","18670","256341","129316","385657"
"1981","Thurgau","Private forest","8653","10272","10272","132760","48440","181200"
"1981","Thurgau","Public forest","93","8497","8398","123581","80876","204457"
"1981","Thurgau",">>Federal forest","1","191","126",NA,NA,NA
"1981","Thurgau",">>Cantonal forest","1","1416","1407",NA,NA,NA
"1981","Thurgau",">>Municipality forest","2","51","51",NA,NA,NA
"1981","Thurgau",">>Bourgeois forest","71","5868","5844",NA,NA,NA
"1981","Thurgau",">>Other public forest","18","971","970",NA,NA,NA
"1982","Glarus","Type of owners - Total","1456","17274","14479","82507","10815","93322"
"1982","Glarus","Private forest","1418","1646","1646","4430","200","4630"
"1982","Glarus","Public forest","38","15628","12833","78077","10615","88692"
"1982","Glarus",">>Federal forest","1","131","93",NA,NA,NA
"1982","Glarus",">>Cantonal forest","1","86","80",NA,NA,NA
"1982","Glarus",">>Municipality forest","1","54","48",NA,NA,NA
"1982","Glarus",">>Bourgeois forest","31","15129","12392",NA,NA,NA
"1982","Glarus",">>Other public forest","4","228","220",NA,NA,NA
"1982","Schaffhausen","Type of owners - Total","2131","12572","12387","185825","37125","222950"
"1982","Schaffhausen","Private forest","2099","1967","1967","19200","1300","20500"
"1982","Schaffhausen","Public forest","32","10605","10420","166625","35825","202450"
"1982","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"1982","Schaffhausen",">>Cantonal forest","1","2146","2088",NA,NA,NA
"1982","Schaffhausen",">>Municipality forest","30","8451","8324",NA,NA,NA
"1982","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1982","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1982","Appenzell Ausserrhoden","Type of owners - Total","4042","5957","5930","55230","4005","59235"
"1982","Appenzell Ausserrhoden","Private forest","4017","4458","4458","41785","2680","44465"
"1982","Appenzell Ausserrhoden","Public forest","25","1499","1472","13445","1325","14770"
"1982","Appenzell Ausserrhoden",">>Federal forest","1","164","164",NA,NA,NA
"1982","Appenzell Ausserrhoden",">>Cantonal forest","1","327","306",NA,NA,NA
"1982","Appenzell Ausserrhoden",">>Municipality forest","21","995","989",NA,NA,NA
"1982","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1982","Appenzell Ausserrhoden",">>Other public forest","2","13","13",NA,NA,NA
"1982","Appenzell Innerrhoden","Type of owners - Total","1677","5014","4788","32710","540","33250"
"1982","Appenzell Innerrhoden","Private forest","1650","3100","3100","13220","40","13260"
"1982","Appenzell Innerrhoden","Public forest","27","1914","1688","19490","500","19990"
"1982","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1982","Appenzell Innerrhoden",">>Cantonal forest","1","113","91",NA,NA,NA
"1982","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1982","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1982","Appenzell Innerrhoden",">>Other public forest","26","1801","1597",NA,NA,NA
"1982","St. Gallen","Type of owners - Total","15750","51098","47830","393868","108961","502829"
"1982","St. Gallen","Private forest","15490","18490","18490","165072","31093","196165"
"1982","St. Gallen","Public forest","260","32608","29340","228796","77868","306664"
"1982","St. Gallen",">>Federal forest","1","57","53",NA,NA,NA
"1982","St. Gallen",">>Cantonal forest","1","2077","1834",NA,NA,NA
"1982","St. Gallen",">>Municipality forest","29","430","411",NA,NA,NA
"1982","St. Gallen",">>Bourgeois forest","112","25403","22838",NA,NA,NA
"1982","St. Gallen",">>Other public forest","117","4641","4204",NA,NA,NA
"1982","Graubünden / Grigioni / Grischun","Type of owners - Total","10202","176468","138482","666830","98705","765535"
"1982","Graubünden / Grigioni / Grischun","Private forest","9938","14131","14131","47020","3935","50955"
"1982","Graubünden / Grigioni / Grischun","Public forest","264","162337","124351","619810","94770","714580"
"1982","Graubünden / Grigioni / Grischun",">>Federal forest","1","224","46",NA,NA,NA
"1982","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","928","663",NA,NA,NA
"1982","Graubünden / Grigioni / Grischun",">>Municipality forest","225","155991","119426",NA,NA,NA
"1982","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1982","Graubünden / Grigioni / Grischun",">>Other public forest","37","5194","4216",NA,NA,NA
"1982","Thurgau","Type of owners - Total","8688","18872","18758","259620","143920","403540"
"1982","Thurgau","Private forest","8595","10358","10358","128370","50135","178505"
"1982","Thurgau","Public forest","93","8514","8400","131250","93785","225035"
"1982","Thurgau",">>Federal forest","1","207","126",NA,NA,NA
"1982","Thurgau",">>Cantonal forest","1","1415","1407",NA,NA,NA
"1982","Thurgau",">>Municipality forest","2","51","51",NA,NA,NA
"1982","Thurgau",">>Bourgeois forest","73","5906","5882",NA,NA,NA
"1982","Thurgau",">>Other public forest","16","935","934",NA,NA,NA
"1983","Glarus","Type of owners - Total","1456","17253","14458","88940","13310","102250"
"1983","Glarus","Private forest","1418","1625","1625","5060","0","5060"
"1983","Glarus","Public forest","38","15628","12833","83880","13310","97190"
"1983","Glarus",">>Federal forest","1","131","93",NA,NA,NA
"1983","Glarus",">>Cantonal forest","1","86","80",NA,NA,NA
"1983","Glarus",">>Municipality forest","1","54","48",NA,NA,NA
"1983","Glarus",">>Bourgeois forest","31","15129","12392",NA,NA,NA
"1983","Glarus",">>Other public forest","4","228","220",NA,NA,NA
"1983","Schaffhausen","Type of owners - Total","2131","12576","12388","147365","36115","183480"
"1983","Schaffhausen","Private forest","2099","1965","1965","17110","4650","21760"
"1983","Schaffhausen","Public forest","32","10611","10423","130255","31465","161720"
"1983","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"1983","Schaffhausen",">>Cantonal forest","1","2146","2088",NA,NA,NA
"1983","Schaffhausen",">>Municipality forest","30","8457","8327",NA,NA,NA
"1983","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1983","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1983","Appenzell Ausserrhoden","Type of owners - Total","4041","5972","5945","54280","6555","60835"
"1983","Appenzell Ausserrhoden","Private forest","4016","4458","4458","41160","3250","44410"
"1983","Appenzell Ausserrhoden","Public forest","25","1514","1487","13120","3305","16425"
"1983","Appenzell Ausserrhoden",">>Federal forest","1","178","178",NA,NA,NA
"1983","Appenzell Ausserrhoden",">>Cantonal forest","1","329","308",NA,NA,NA
"1983","Appenzell Ausserrhoden",">>Municipality forest","21","994","988",NA,NA,NA
"1983","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1983","Appenzell Ausserrhoden",">>Other public forest","2","13","13",NA,NA,NA
"1983","Appenzell Innerrhoden","Type of owners - Total","1678","5012","4786","23715","1010","24725"
"1983","Appenzell Innerrhoden","Private forest","1650","3100","3100","18875","810","19685"
"1983","Appenzell Innerrhoden","Public forest","28","1912","1686","4840","200","5040"
"1983","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1983","Appenzell Innerrhoden",">>Cantonal forest","1","60","40",NA,NA,NA
"1983","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1983","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1983","Appenzell Innerrhoden",">>Other public forest","27","1852","1646",NA,NA,NA
"1983","St. Gallen","Type of owners - Total","16450","51549","48547","302776","75362","378138"
"1983","St. Gallen","Private forest","16192","18455","18455","119255","24690","143945"
"1983","St. Gallen","Public forest","258","33094","30092","183521","50672","234193"
"1983","St. Gallen",">>Federal forest","1","57","53",NA,NA,NA
"1983","St. Gallen",">>Cantonal forest","1","2079","1835",NA,NA,NA
"1983","St. Gallen",">>Municipality forest","27","416","405",NA,NA,NA
"1983","St. Gallen",">>Bourgeois forest","102","25699","23392",NA,NA,NA
"1983","St. Gallen",">>Other public forest","127","4843","4407",NA,NA,NA
"1983","Graubünden / Grigioni / Grischun","Type of owners - Total","10172","176501","138493","523854","83400","607254"
"1983","Graubünden / Grigioni / Grischun","Private forest","9910","14045","14045","37405","1870","39275"
"1983","Graubünden / Grigioni / Grischun","Public forest","262","162456","124448","486449","81530","567979"
"1983","Graubünden / Grigioni / Grischun",">>Federal forest","1","224","46",NA,NA,NA
"1983","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","925","660",NA,NA,NA
"1983","Graubünden / Grigioni / Grischun",">>Municipality forest","225","156269","119700",NA,NA,NA
"1983","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1983","Graubünden / Grigioni / Grischun",">>Other public forest","35","5038","4042",NA,NA,NA
"1983","Thurgau","Type of owners - Total","8669","18861","18772","234705","124152","358857"
"1983","Thurgau","Private forest","8576","10368","10368","93680","40725","134405"
"1983","Thurgau","Public forest","93","8493","8404","141025","83427","224452"
"1983","Thurgau",">>Federal forest","1","191","126",NA,NA,NA
"1983","Thurgau",">>Cantonal forest","1","1416","1407",NA,NA,NA
"1983","Thurgau",">>Municipality forest","2","51","51",NA,NA,NA
"1983","Thurgau",">>Bourgeois forest","73","5900","5886",NA,NA,NA
"1983","Thurgau",">>Other public forest","16","935","934",NA,NA,NA
"1984","Glarus","Type of owners - Total","1456","17339","14565","62580","24925","87505"
"1984","Glarus","Private forest","1418","1515","1515","2700","0","2700"
"1984","Glarus","Public forest","38","15824","13050","59880","24925","84805"
"1984","Glarus",">>Federal forest","1","131","93",NA,NA,NA
"1984","Glarus",">>Cantonal forest","1","86","80",NA,NA,NA
"1984","Glarus",">>Municipality forest","1","54","48",NA,NA,NA
"1984","Glarus",">>Bourgeois forest","31","15325","12609",NA,NA,NA
"1984","Glarus",">>Other public forest","4","228","220",NA,NA,NA
"1984","Schaffhausen","Type of owners - Total","2131","12577","12389","153000","60780","213780"
"1984","Schaffhausen","Private forest","2099","1965","1965","12570","3550","16120"
"1984","Schaffhausen","Public forest","32","10612","10424","140430","57230","197660"
"1984","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"1984","Schaffhausen",">>Cantonal forest","1","2146","2088",NA,NA,NA
"1984","Schaffhausen",">>Municipality forest","30","8458","8328",NA,NA,NA
"1984","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1984","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1984","Appenzell Ausserrhoden","Type of owners - Total","4040","6110","6083","48287","4305","52592"
"1984","Appenzell Ausserrhoden","Private forest","4015","4583","4583","33222","1900","35122"
"1984","Appenzell Ausserrhoden","Public forest","25","1527","1500","15065","2405","17470"
"1984","Appenzell Ausserrhoden",">>Federal forest","1","178","178",NA,NA,NA
"1984","Appenzell Ausserrhoden",">>Cantonal forest","1","342","321",NA,NA,NA
"1984","Appenzell Ausserrhoden",">>Municipality forest","21","994","988",NA,NA,NA
"1984","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1984","Appenzell Ausserrhoden",">>Other public forest","2","13","13",NA,NA,NA
"1984","Appenzell Innerrhoden","Type of owners - Total","1678","4412","4204","33805","1810","35615"
"1984","Appenzell Innerrhoden","Private forest","1650","2343","2343","12035","660","12695"
"1984","Appenzell Innerrhoden","Public forest","28","2069","1861","21770","1150","22920"
"1984","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1984","Appenzell Innerrhoden",">>Cantonal forest","1","61","61",NA,NA,NA
"1984","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1984","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1984","Appenzell Innerrhoden",">>Other public forest","27","2008","1800",NA,NA,NA
"1984","St. Gallen","Type of owners - Total","17048","51404","48404","510853","155110","665963"
"1984","St. Gallen","Private forest","16791","18322","18322","108666","22173","130839"
"1984","St. Gallen","Public forest","257","33082","30082","402187","132937","535124"
"1984","St. Gallen",">>Federal forest","1","57","53",NA,NA,NA
"1984","St. Gallen",">>Cantonal forest","1","2082","1838",NA,NA,NA
"1984","St. Gallen",">>Municipality forest","27","420","409",NA,NA,NA
"1984","St. Gallen",">>Bourgeois forest","102","25678","23372",NA,NA,NA
"1984","St. Gallen",">>Other public forest","126","4845","4410",NA,NA,NA
"1984","Graubünden / Grigioni / Grischun","Type of owners - Total","10045","176707","138712","590354","88249","678603"
"1984","Graubünden / Grigioni / Grischun","Private forest","9786","14016","14016","22953","2900","25853"
"1984","Graubünden / Grigioni / Grischun","Public forest","259","162691","124696","567401","85349","652750"
"1984","Graubünden / Grigioni / Grischun",">>Federal forest","1","224","46",NA,NA,NA
"1984","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","919","679",NA,NA,NA
"1984","Graubünden / Grigioni / Grischun",">>Municipality forest","225","156719","120073",NA,NA,NA
"1984","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1984","Graubünden / Grigioni / Grischun",">>Other public forest","32","4829","3898",NA,NA,NA
"1984","Thurgau","Type of owners - Total","8669","19003","18916","259269","169038","428307"
"1984","Thurgau","Private forest","8576","10514","10514","113776","52785","166561"
"1984","Thurgau","Public forest","93","8489","8402","145493","116253","261746"
"1984","Thurgau",">>Federal forest","1","191","126",NA,NA,NA
"1984","Thurgau",">>Cantonal forest","1","1414","1407",NA,NA,NA
