"Number of plantations in Swiss forest"

"Year";"Forest zone";"Canton";"Type of owner";"Wood species";"Number of plantations"
"1987";"Southern Alps";"Thurgau";"Public forest";"Species - Total";0
"1987";"Southern Alps";"Thurgau";"Public forest";"Hardwood (deciduous)";0
"1987";"Southern Alps";"Thurgau";"Public forest";"Softwood (conifers)";0
"1988";"Switzerland";"Glarus";"Type of owners - Total";"Species - Total";72450
"1988";"Switzerland";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";57750
"1988";"Switzerland";"Glarus";"Type of owners - Total";"Softwood (conifers)";14700
"1988";"Switzerland";"Glarus";"Private forest";"Species - Total";450
"1988";"Switzerland";"Glarus";"Private forest";"Hardwood (deciduous)";450
"1988";"Switzerland";"Glarus";"Private forest";"Softwood (conifers)";0
"1988";"Switzerland";"Glarus";"Public forest";"Species - Total";72000
"1988";"Switzerland";"Glarus";"Public forest";"Hardwood (deciduous)";57300
"1988";"Switzerland";"Glarus";"Public forest";"Softwood (conifers)";14700
"1988";"Switzerland";"Schaffhausen";"Type of owners - Total";"Species - Total";188780
"1988";"Switzerland";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";118075
"1988";"Switzerland";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";70705
"1988";"Switzerland";"Schaffhausen";"Private forest";"Species - Total";11750
"1988";"Switzerland";"Schaffhausen";"Private forest";"Hardwood (deciduous)";9700
"1988";"Switzerland";"Schaffhausen";"Private forest";"Softwood (conifers)";2050
"1988";"Switzerland";"Schaffhausen";"Public forest";"Species - Total";177030
"1988";"Switzerland";"Schaffhausen";"Public forest";"Hardwood (deciduous)";108375
"1988";"Switzerland";"Schaffhausen";"Public forest";"Softwood (conifers)";68655
"1988";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";"Species - Total";68355
"1988";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";"Hardwood (deciduous)";54945
"1988";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";"Softwood (conifers)";13410
"1988";"Switzerland";"Appenzell Ausserrhoden";"Private forest";"Species - Total";46970
"1988";"Switzerland";"Appenzell Ausserrhoden";"Private forest";"Hardwood (deciduous)";38235
"1988";"Switzerland";"Appenzell Ausserrhoden";"Private forest";"Softwood (conifers)";8735
"1988";"Switzerland";"Appenzell Ausserrhoden";"Public forest";"Species - Total";21385
"1988";"Switzerland";"Appenzell Ausserrhoden";"Public forest";"Hardwood (deciduous)";16710
"1988";"Switzerland";"Appenzell Ausserrhoden";"Public forest";"Softwood (conifers)";4675
"1988";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";"Species - Total";58650
"1988";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";"Hardwood (deciduous)";54625
"1988";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";"Softwood (conifers)";4025
"1988";"Switzerland";"Appenzell Innerrhoden";"Private forest";"Species - Total";29025
"1988";"Switzerland";"Appenzell Innerrhoden";"Private forest";"Hardwood (deciduous)";27225
"1988";"Switzerland";"Appenzell Innerrhoden";"Private forest";"Softwood (conifers)";1800
"1988";"Switzerland";"Appenzell Innerrhoden";"Public forest";"Species - Total";29625
"1988";"Switzerland";"Appenzell Innerrhoden";"Public forest";"Hardwood (deciduous)";27400
"1988";"Switzerland";"Appenzell Innerrhoden";"Public forest";"Softwood (conifers)";2225
"1988";"Switzerland";"St. Gallen";"Type of owners - Total";"Species - Total";696605
"1988";"Switzerland";"St. Gallen";"Type of owners - Total";"Hardwood (deciduous)";484236
"1988";"Switzerland";"St. Gallen";"Type of owners - Total";"Softwood (conifers)";212369
"1988";"Switzerland";"St. Gallen";"Private forest";"Species - Total";228055
"1988";"Switzerland";"St. Gallen";"Private forest";"Hardwood (deciduous)";164341
"1988";"Switzerland";"St. Gallen";"Private forest";"Softwood (conifers)";63714
"1988";"Switzerland";"St. Gallen";"Public forest";"Species - Total";468550
"1988";"Switzerland";"St. Gallen";"Public forest";"Hardwood (deciduous)";319895
"1988";"Switzerland";"St. Gallen";"Public forest";"Softwood (conifers)";148655
"1988";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Species - Total";795432
"1988";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Hardwood (deciduous)";599951
"1988";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Softwood (conifers)";195481
"1988";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";"Species - Total";14895
"1988";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";"Hardwood (deciduous)";12120
"1988";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";2775
"1988";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";780537
"1988";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";587831
"1988";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";192706
"1988";"Switzerland";"Thurgau";"Type of owners - Total";"Species - Total";416679
"1988";"Switzerland";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";237704
"1988";"Switzerland";"Thurgau";"Type of owners - Total";"Softwood (conifers)";178975
"1988";"Switzerland";"Thurgau";"Private forest";"Species - Total";186794
"1988";"Switzerland";"Thurgau";"Private forest";"Hardwood (deciduous)";116609
"1988";"Switzerland";"Thurgau";"Private forest";"Softwood (conifers)";70185
"1988";"Switzerland";"Thurgau";"Public forest";"Species - Total";229885
"1988";"Switzerland";"Thurgau";"Public forest";"Hardwood (deciduous)";121095
"1988";"Switzerland";"Thurgau";"Public forest";"Softwood (conifers)";108790
"1988";"Jura";"Glarus";"Type of owners - Total";"Species - Total";0
"1988";"Jura";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Jura";"Glarus";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Jura";"Glarus";"Private forest";"Species - Total";0
"1988";"Jura";"Glarus";"Private forest";"Hardwood (deciduous)";0
"1988";"Jura";"Glarus";"Private forest";"Softwood (conifers)";0
"1988";"Jura";"Glarus";"Public forest";"Species - Total";0
"1988";"Jura";"Glarus";"Public forest";"Hardwood (deciduous)";0
"1988";"Jura";"Glarus";"Public forest";"Softwood (conifers)";0
"1988";"Jura";"Schaffhausen";"Type of owners - Total";"Species - Total";182000
"1988";"Jura";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";117675
"1988";"Jura";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";64325
"1988";"Jura";"Schaffhausen";"Private forest";"Species - Total";11750
"1988";"Jura";"Schaffhausen";"Private forest";"Hardwood (deciduous)";9700
"1988";"Jura";"Schaffhausen";"Private forest";"Softwood (conifers)";2050
"1988";"Jura";"Schaffhausen";"Public forest";"Species - Total";170250
"1988";"Jura";"Schaffhausen";"Public forest";"Hardwood (deciduous)";107975
"1988";"Jura";"Schaffhausen";"Public forest";"Softwood (conifers)";62275
"1988";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";"Species - Total";0
"1988";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Jura";"Appenzell Ausserrhoden";"Private forest";"Species - Total";0
"1988";"Jura";"Appenzell Ausserrhoden";"Private forest";"Hardwood (deciduous)";0
"1988";"Jura";"Appenzell Ausserrhoden";"Private forest";"Softwood (conifers)";0
"1988";"Jura";"Appenzell Ausserrhoden";"Public forest";"Species - Total";0
"1988";"Jura";"Appenzell Ausserrhoden";"Public forest";"Hardwood (deciduous)";0
"1988";"Jura";"Appenzell Ausserrhoden";"Public forest";"Softwood (conifers)";0
"1988";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";"Species - Total";0
"1988";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Jura";"Appenzell Innerrhoden";"Private forest";"Species - Total";0
"1988";"Jura";"Appenzell Innerrhoden";"Private forest";"Hardwood (deciduous)";0
"1988";"Jura";"Appenzell Innerrhoden";"Private forest";"Softwood (conifers)";0
"1988";"Jura";"Appenzell Innerrhoden";"Public forest";"Species - Total";0
"1988";"Jura";"Appenzell Innerrhoden";"Public forest";"Hardwood (deciduous)";0
"1988";"Jura";"Appenzell Innerrhoden";"Public forest";"Softwood (conifers)";0
"1988";"Jura";"St. Gallen";"Type of owners - Total";"Species - Total";0
"1988";"Jura";"St. Gallen";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Jura";"St. Gallen";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Jura";"St. Gallen";"Private forest";"Species - Total";0
"1988";"Jura";"St. Gallen";"Private forest";"Hardwood (deciduous)";0
"1988";"Jura";"St. Gallen";"Private forest";"Softwood (conifers)";0
"1988";"Jura";"St. Gallen";"Public forest";"Species - Total";0
"1988";"Jura";"St. Gallen";"Public forest";"Hardwood (deciduous)";0
"1988";"Jura";"St. Gallen";"Public forest";"Softwood (conifers)";0
"1988";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Species - Total";0
"1988";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";"Species - Total";0
"1988";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";"Hardwood (deciduous)";0
"1988";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";0
"1988";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";0
"1988";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";0
"1988";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";0
"1988";"Jura";"Thurgau";"Type of owners - Total";"Species - Total";0
"1988";"Jura";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Jura";"Thurgau";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Jura";"Thurgau";"Private forest";"Species - Total";0
"1988";"Jura";"Thurgau";"Private forest";"Hardwood (deciduous)";0
"1988";"Jura";"Thurgau";"Private forest";"Softwood (conifers)";0
"1988";"Jura";"Thurgau";"Public forest";"Species - Total";0
"1988";"Jura";"Thurgau";"Public forest";"Hardwood (deciduous)";0
"1988";"Jura";"Thurgau";"Public forest";"Softwood (conifers)";0
"1988";"Central Plain";"Glarus";"Type of owners - Total";"Species - Total";0
"1988";"Central Plain";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Central Plain";"Glarus";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Central Plain";"Glarus";"Private forest";"Species - Total";0
"1988";"Central Plain";"Glarus";"Private forest";"Hardwood (deciduous)";0
"1988";"Central Plain";"Glarus";"Private forest";"Softwood (conifers)";0
"1988";"Central Plain";"Glarus";"Public forest";"Species - Total";0
"1988";"Central Plain";"Glarus";"Public forest";"Hardwood (deciduous)";0
"1988";"Central Plain";"Glarus";"Public forest";"Softwood (conifers)";0
"1988";"Central Plain";"Schaffhausen";"Type of owners - Total";"Species - Total";6780
"1988";"Central Plain";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";400
"1988";"Central Plain";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";6380
"1988";"Central Plain";"Schaffhausen";"Private forest";"Species - Total";0
"1988";"Central Plain";"Schaffhausen";"Private forest";"Hardwood (deciduous)";0
"1988";"Central Plain";"Schaffhausen";"Private forest";"Softwood (conifers)";0
"1988";"Central Plain";"Schaffhausen";"Public forest";"Species - Total";6780
"1988";"Central Plain";"Schaffhausen";"Public forest";"Hardwood (deciduous)";400
"1988";"Central Plain";"Schaffhausen";"Public forest";"Softwood (conifers)";6380
"1988";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";"Species - Total";0
"1988";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Central Plain";"Appenzell Ausserrhoden";"Private forest";"Species - Total";0
"1988";"Central Plain";"Appenzell Ausserrhoden";"Private forest";"Hardwood (deciduous)";0
"1988";"Central Plain";"Appenzell Ausserrhoden";"Private forest";"Softwood (conifers)";0
"1988";"Central Plain";"Appenzell Ausserrhoden";"Public forest";"Species - Total";0
"1988";"Central Plain";"Appenzell Ausserrhoden";"Public forest";"Hardwood (deciduous)";0
"1988";"Central Plain";"Appenzell Ausserrhoden";"Public forest";"Softwood (conifers)";0
"1988";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";"Species - Total";0
"1988";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Central Plain";"Appenzell Innerrhoden";"Private forest";"Species - Total";0
"1988";"Central Plain";"Appenzell Innerrhoden";"Private forest";"Hardwood (deciduous)";0
"1988";"Central Plain";"Appenzell Innerrhoden";"Private forest";"Softwood (conifers)";0
"1988";"Central Plain";"Appenzell Innerrhoden";"Public forest";"Species - Total";0
"1988";"Central Plain";"Appenzell Innerrhoden";"Public forest";"Hardwood (deciduous)";0
"1988";"Central Plain";"Appenzell Innerrhoden";"Public forest";"Softwood (conifers)";0
"1988";"Central Plain";"St. Gallen";"Type of owners - Total";"Species - Total";150433
"1988";"Central Plain";"St. Gallen";"Type of owners - Total";"Hardwood (deciduous)";105108
"1988";"Central Plain";"St. Gallen";"Type of owners - Total";"Softwood (conifers)";45325
"1988";"Central Plain";"St. Gallen";"Private forest";"Species - Total";67544
"1988";"Central Plain";"St. Gallen";"Private forest";"Hardwood (deciduous)";52303
"1988";"Central Plain";"St. Gallen";"Private forest";"Softwood (conifers)";15241
"1988";"Central Plain";"St. Gallen";"Public forest";"Species - Total";82889
"1988";"Central Plain";"St. Gallen";"Public forest";"Hardwood (deciduous)";52805
"1988";"Central Plain";"St. Gallen";"Public forest";"Softwood (conifers)";30084
"1988";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Species - Total";0
"1988";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";"Species - Total";0
"1988";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";"Hardwood (deciduous)";0
"1988";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";0
"1988";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";0
"1988";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";0
"1988";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";0
"1988";"Central Plain";"Thurgau";"Type of owners - Total";"Species - Total";416679
"1988";"Central Plain";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";237704
"1988";"Central Plain";"Thurgau";"Type of owners - Total";"Softwood (conifers)";178975
"1988";"Central Plain";"Thurgau";"Private forest";"Species - Total";186794
"1988";"Central Plain";"Thurgau";"Private forest";"Hardwood (deciduous)";116609
"1988";"Central Plain";"Thurgau";"Private forest";"Softwood (conifers)";70185
"1988";"Central Plain";"Thurgau";"Public forest";"Species - Total";229885
"1988";"Central Plain";"Thurgau";"Public forest";"Hardwood (deciduous)";121095
"1988";"Central Plain";"Thurgau";"Public forest";"Softwood (conifers)";108790
"1988";"Prealps";"Glarus";"Type of owners - Total";"Species - Total";0
"1988";"Prealps";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Prealps";"Glarus";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Prealps";"Glarus";"Private forest";"Species - Total";0
"1988";"Prealps";"Glarus";"Private forest";"Hardwood (deciduous)";0
"1988";"Prealps";"Glarus";"Private forest";"Softwood (conifers)";0
"1988";"Prealps";"Glarus";"Public forest";"Species - Total";0
"1988";"Prealps";"Glarus";"Public forest";"Hardwood (deciduous)";0
"1988";"Prealps";"Glarus";"Public forest";"Softwood (conifers)";0
"1988";"Prealps";"Schaffhausen";"Type of owners - Total";"Species - Total";0
"1988";"Prealps";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";0
"1988";"Prealps";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";0
"1988";"Prealps";"Schaffhausen";"Private forest";"Species - Total";0
"1988";"Prealps";"Schaffhausen";"Private forest";"Hardwood (deciduous)";0
"1988";"Prealps";"Schaffhausen";"Private forest";"Softwood (conifers)";0
"1988";"Prealps";"Schaffhausen";"Public forest";"Species - Total";0
"1988";"Prealps";"Schaffhausen";"Public forest";"Hardwood (deciduous)";0
"1988";"Prealps";"Schaffhausen";"Public forest";"Softwood (conifers)";0
